id_venda;data;cliente;produto;categoria;quantidade;valor_unitario;cidade;estado;forma_pagamento;valor_total
415;2026-03-07T09:20:00;Julia Fernandes;Gabinete Gamer ATX;Informática;4;320.0;Ibiporã;PR;Boleto Bancário;1280.0
416;2026-03-07T11:10:00;Beatriz Lima;Monitor Gamer 27 165Hz;Informática;6;1350.0;Maringá;PR;Boleto Bancário;8100.0
417;2026-03-07T14:16:00;Letícia Carvalho;Notebook Pro;Informática;2;6200.0;Apucarana;PR;Boleto Bancário;12400.0
418;2026-03-07T23:30:00;Maria Lima;Placa-Mãe ASUS Prime;Informática;6;780.0;Arapongas;PR;Pix;4680.0
419;2026-03-08T10:17:00;Yasmin Lima;Teclado Mecânico;Informática;11;249.9;Apucarana;PR;Boleto Bancário;2748.9
420;2026-03-08T12:20:00;Diego Soares;Cabo de Rede CAT6 5m;Informática;10;25.0;Cambé;PR;Pix;250.0
421;2026-03-08T22:28:00;Mateus Vieira;Mouse Gamer RGB;Informática;3;149.9;Londrina;PR;Pix;449.7
422;2026-03-09T01:06:00;Vitor Lopes;Fonte Real 750W;Informática;12;490.0;Ibiporã;PR;Boleto Bancário;5880.0
423;2026-03-09T01:08:00;Leonardo Almeida;Microfone Condensador;Informática;6;340.0;Maringá;PR;Boleto Bancário;2040.0
424;2026-03-09T10:39:00;Beatriz Lima;Nobreak 1500VA;Informática;8;799.0;Arapongas;PR;Pix;6392.0
425;2026-03-09T17:07:00;Enzo Rodrigues;Teclado de Membrana;Informática;5;79.9;Arapongas;PR;Boleto Bancário;399.5
426;2026-03-09T18:24:00;André Rodrigues;Memória RAM 8GB DDR4;Informática;11;180.0;Cambé;PR;Cartão de Crédito;1980.0
427;2026-03-09T19:30:00;Felipe Costa;Water Cooler 240mm;Informática;9;410.0;Maringá;PR;Pix;3690.0
428;2026-03-09T20:13:00;Vitor Barbosa;Nobreak 1500VA;Informática;2;799.0;Ibiporã;PR;Cartão de Crédito;1598.0
429;2026-03-09T20:50:00;Rodrigo Alves;Processador AMD Ryzen 7;Informática;11;1780.0;Londrina;PR;Boleto Bancário;19580.0
430;2026-03-10T00:11:00;João Souza;Cabo de Rede CAT6 5m;Informática;10;25.0;Maringá;PR;Cartão de Crédito;250.0
431;2026-03-10T10:19:00;Gabriel Ferreira;Repetidor Wi-Fi;Informática;9;89.0;Cambé;PR;Pix;801.0
432;2026-03-10T10:54:00;Enzo Rodrigues;Notebook Pro;Informática;3;6200.0;Apucarana;PR;Pix;18600.0
433;2026-03-10T17:52:00;Diego Santos;Fonte Real 650W;Informática;10;380.0;Ibiporã;PR;Pix;3800.0
434;2026-03-10T18:02:00;Ana Lopes;Memória RAM 32GB DDR5;Informática;9;750.0;Cambé;PR;Cartão de Crédito;6750.0
435;2026-03-11T03:08:00;Diego Carvalho;Caixa de Som PC;Informática;9;120.0;Londrina;PR;Boleto Bancário;1080.0
436;2026-03-11T03:51:00;Yasmin Lima;Fonte Real 750W;Informática;11;490.0;Maringá;PR;Boleto Bancário;5390.0
437;2026-03-11T04:06:00;Guilherme Santos;Memória RAM 32GB DDR5;Informática;3;750.0;Maringá;PR;Boleto Bancário;2250.0
438;2026-03-11T05:16:00;Mateus Carvalho;Adaptador Bluetooth USB;Informática;3;39.9;Ibiporã;PR;Boleto Bancário;119.7
439;2026-03-11T06:51:00;João Pereira;Monitor Gamer 24 144Hz;Informática;1;980.0;Maringá;PR;Pix;980.0
440;2026-03-11T13:31:00;Amanda Ribeiro;Fonte Real 650W;Informática;5;380.0;Apucarana;PR;Cartão de Crédito;1900.0
441;2026-03-11T13:53:00;Bruna Pereira;Placa de Vídeo RTX 4060;Informática;4;2100.0;Cambé;PR;Pix;8400.0
442;2026-03-11T14:31:00;Pedro Gomes;Headset Bluetooth;Informática;8;280.0;Londrina;PR;Cartão de Crédito;2240.0
443;2026-03-11T22:48:00;Gabriel Lima;Notebook Pro;Informática;2;6200.0;Ibiporã;PR;Boleto Bancário;12400.0
444;2026-03-12T01:35:00;Leonardo Almeida;Notebook Gamer;Informática;12;5499.0;Apucarana;PR;Boleto Bancário;65988.0
445;2026-03-12T04:08:00;Leonardo Pereira;Roteador Wi-Fi 6;Informática;3;320.0;Arapongas;PR;Boleto Bancário;960.0
446;2026-03-12T04:40:00;Diego Carvalho;Headset Bluetooth;Informática;10;280.0;Ibiporã;PR;Cartão de Crédito;2800.0
447;2026-03-12T06:07:00;Pedro Ribeiro;Monitor 4K 32;Informática;7;2400.0;Maringá;PR;Boleto Bancário;16800.0
448;2026-03-12T06:59:00;Bruna Oliveira;Caixa de Som PC;Informática;6;120.0;Arapongas;PR;Pix;720.0
449;2026-03-12T07:34:00;Larissa Lima;Switch Gigabit 8 Portas;Informática;9;135.0;Maringá;PR;Pix;1215.0
450;2026-03-12T09:07:00;Vinícius Silva;SSD 1TB NVMe;Informática;2;450.0;Cambé;PR;Boleto Bancário;900.0
451;2026-03-12T17:00:00;Yasmin Vieira;Water Cooler 240mm;Informática;3;410.0;Maringá;PR;Cartão de Crédito;1230.0
452;2026-03-12T19:40:00;Amanda Carvalho;Headset Gamer;Informática;12;199.9;Londrina;PR;Boleto Bancário;2398.8
453;2026-03-12T20:50:00;Julia Carvalho;Fonte Real 650W;Informática;6;380.0;Ibiporã;PR;Cartão de Crédito;2280.0
454;2026-03-13T07:07:00;Lucas Silva;Monitor Gamer 24 144Hz;Informática;8;980.0;Arapongas;PR;Cartão de Crédito;7840.0
455;2026-03-13T12:23:00;Enzo Soares;Cabo de Rede CAT6 5m;Informática;11;25.0;Arapongas;PR;Cartão de Crédito;275.0
456;2026-03-13T17:36:00;Gabriel Martins;Fonte Real 750W;Informática;3;490.0;Cambé;PR;Boleto Bancário;1470.0
457;2026-03-13T18:14:00;Rodrigo Ribeiro;SSD 1TB NVMe;Informática;11;450.0;Cambé;PR;Cartão de Crédito;4950.0
458;2026-03-14T02:16:00;Guilherme Carvalho;Adaptador Bluetooth USB;Informática;1;39.9;Maringá;PR;Pix;39.9
459;2026-03-14T12:26:00;Maria Souza;SSD 2TB NVMe;Informática;7;820.0;Cambé;PR;Boleto Bancário;5740.0
460;2026-03-14T12:29:00;Larissa Fernandes;Notebook Gamer;Informática;12;5499.0;Ibiporã;PR;Boleto Bancário;65988.0
461;2026-03-14T12:32:00;Beatriz Alves;Cooler Fan 120mm;Informática;4;45.0;Arapongas;PR;Boleto Bancário;180.0
462;2026-03-14T15:38:00;Gustavo Costa;Monitor Gamer 24 144Hz;Informática;3;980.0;Maringá;PR;Pix;2940.0
463;2026-03-14T16:42:00;Thiago Rodrigues;Switch Gigabit 8 Portas;Informática;10;135.0;Maringá;PR;Boleto Bancário;1350.0
464;2026-03-14T21:43:00;Pedro Oliveira;Tablet Android 10;Informática;5;899.0;Maringá;PR;Boleto Bancário;4495.0
465;2026-03-14T22:55:00;Enzo Ferreira;Mini PC Intel;Informática;8;1250.0;Cambé;PR;Boleto Bancário;10000.0
466;2026-03-14T23:50:00;Vinícius Silva;Placa-Mãe ASUS Prime;Informática;7;780.0;Arapongas;PR;Cartão de Crédito;5460.0
467;2026-03-15T02:24:00;Larissa Fernandes;Memória RAM 8GB DDR4;Informática;4;180.0;Cambé;PR;Boleto Bancário;720.0
468;2026-03-15T05:49:00;Felipe Lopes;Mini PC Intel;Informática;3;1250.0;Cambé;PR;Cartão de Crédito;3750.0
469;2026-03-15T07:19:00;Rafael Almeida;SSD 2TB NVMe;Informática;10;820.0;Cambé;PR;Cartão de Crédito;8200.0
470;2026-03-15T07:47:00;Thiago Soares;Roteador Wi-Fi 6;Informática;2;320.0;Londrina;PR;Pix;640.0
471;2026-03-15T11:55:00;Enzo Vieira;Tablet Android 10;Informática;10;899.0;Cambé;PR;Cartão de Crédito;8990.0
472;2026-03-15T13:11:00;Amanda Vieira;Cadeira Gamer;Informática;11;990.0;Arapongas;PR;Boleto Bancário;10890.0
473;2026-03-15T14:07:00;Mateus Santos;Webcam Full HD;Informática;1;210.0;Ibiporã;PR;Boleto Bancário;210.0
474;2026-03-15T14:56:00;Vinícius Silva;Microfone Condensador;Informática;8;340.0;Arapongas;PR;Pix;2720.0
475;2026-03-15T19:19:00;Felipe Santos;Cabo de Rede CAT6 5m;Informática;12;25.0;Cambé;PR;Cartão de Crédito;300.0
476;2026-03-15T20:03:00;Rodrigo Ribeiro;Microfone Condensador;Informática;5;340.0;Arapongas;PR;Cartão de Crédito;1700.0
477;2026-03-15T21:34:00;Letícia Souza;Placa-Mãe MSI Gaming;Informática;10;890.0;Cambé;PR;Pix;8900.0
478;2026-03-15T22:05:00;Letícia Pereira;Gabinete Gamer ATX;Informática;1;320.0;Ibiporã;PR;Boleto Bancário;320.0
479;2026-03-15T22:13:00;Julia Oliveira;Processador Intel i7;Informática;9;1950.0;Londrina;PR;Boleto Bancário;17550.0
480;2026-03-16T01:00:00;Arthur Pereira;Processador Intel i7;Informática;11;1950.0;Maringá;PR;Boleto Bancário;21450.0
481;2026-03-16T07:52:00;Vitor Souza;Mouse Gamer RGB;Informática;6;149.9;Londrina;PR;Cartão de Crédito;899.4
482;2026-03-16T09:54:00;João Santos;Microfone Condensador;Informática;10;340.0;Apucarana;PR;Pix;3400.0
483;2026-03-16T13:00:00;Pedro Carvalho;Roteador Wi-Fi 6;Informática;10;320.0;Apucarana;PR;Boleto Bancário;3200.0
484;2026-03-16T13:24:00;Bruno Rodrigues;Water Cooler 240mm;Informática;7;410.0;Maringá;PR;Pix;2870.0
485;2026-03-16T16:45:00;Gustavo Lima;Repetidor Wi-Fi;Informática;8;89.0;Maringá;PR;Pix;712.0
486;2026-03-16T22:08:00;Gustavo Lima;Repetidor Wi-Fi;Informática;8;89.0;Apucarana;PR;Pix;712.0
487;2026-03-16T23:44:00;Gustavo Lopes;Adaptador Bluetooth USB;Informática;12;39.9;Arapongas;PR;Boleto Bancário;478.8
488;2026-03-17T00:53:00;Mateus Carvalho;Memória RAM 32GB DDR5;Informática;2;750.0;Ibiporã;PR;Cartão de Crédito;1500.0
489;2026-03-17T03:32:00;Daniel Barbosa;Mousepad Extended;Informática;3;69.9;Londrina;PR;Cartão de Crédito;209.7
490;2026-03-17T07:45:00;Leonardo Ferreira;Monitor Ultrawide 29;Informática;6;1150.0;Cambé;PR;Boleto Bancário;6900.0
491;2026-03-17T11:39:00;Vinícius Lopes;Impressora Tanque Tinta;Informática;12;1100.0;Londrina;PR;Cartão de Crédito;13200.0
492;2026-03-17T13:58:00;Felipe Oliveira;Headset Bluetooth;Informática;1;280.0;Londrina;PR;Cartão de Crédito;280.0
493;2026-03-17T14:32:00;Larissa Ribeiro;Monitor Gamer 24 144Hz;Informática;7;980.0;Londrina;PR;Cartão de Crédito;6860.0
494;2026-03-17T17:08:00;Vitor Lopes;Gabinete Gamer ATX;Informática;6;320.0;Londrina;PR;Boleto Bancário;1920.0
495;2026-03-18T00:02:00;Gustavo Pereira;Placa de Vídeo RTX 4060;Informática;7;2100.0;Arapongas;PR;Boleto Bancário;14700.0
496;2026-03-18T01:51:00;Amanda Costa;Notebook Pro;Informática;5;6200.0;Ibiporã;PR;Boleto Bancário;31000.0
497;2026-03-18T07:19:00;Enzo Rodrigues;Placa de Vídeo RX 7600;Informática;3;1650.0;Ibiporã;PR;Pix;4950.0
498;2026-03-18T12:11:00;Diego Lima;Mousepad Extended;Informática;4;69.9;Ibiporã;PR;Boleto Bancário;279.6
499;2026-03-18T12:54:00;Maria Lima;Cooler Fan 120mm;Informática;1;45.0;Cambé;PR;Boleto Bancário;45.0
500;2026-03-18T15:50:00;Rodrigo Carvalho;Monitor 4K 32;Informática;4;2400.0;Cambé;PR;Cartão de Crédito;9600.0
501;2026-03-18T15:52:00;André Almeida;Mini PC Intel;Informática;6;1250.0;Maringá;PR;Boleto Bancário;7500.0
502;2026-03-18T16:19:00;Bruno Lima;Processador Intel i7;Informática;2;1950.0;Apucarana;PR;Pix;3900.0
503;2026-03-18T18:21:00;Bruna Pereira;Teclado de Membrana;Informática;7;79.9;Arapongas;PR;Boleto Bancário;559.3
504;2026-03-18T18:37:00;Maria Souza;HD Externo 1TB;Informática;1;299.0;Ibiporã;PR;Boleto Bancário;299.0
505;2026-03-18T18:38:00;André Lima;Placa-Mãe ASUS Prime;Informática;9;780.0;Apucarana;PR;Boleto Bancário;7020.0
506;2026-03-18T19:37:00;Yasmin Fernandes;Repetidor Wi-Fi;Informática;6;89.0;Apucarana;PR;Pix;534.0
507;2026-03-18T21:52:00;Mateus Fernandes;Fonte Real 650W;Informática;4;380.0;Arapongas;PR;Pix;1520.0
508;2026-03-19T00:45:00;Larissa Lima;Adaptador Bluetooth USB;Informática;5;39.9;Maringá;PR;Pix;199.5
509;2026-03-19T02:15:00;Leonardo Vieira;Monitor Ultrawide 29;Informática;9;1150.0;Londrina;PR;Boleto Bancário;10350.0
510;2026-03-19T05:10:00;Enzo Ferreira;Cooler Fan 120mm;Informática;2;45.0;Cambé;PR;Pix;90.0
511;2026-03-19T07:16:00;Julia Oliveira;Roteador Wi-Fi 6;Informática;5;320.0;Ibiporã;PR;Pix;1600.0
512;2026-03-19T08:31:00;Leonardo Alves;Headset Bluetooth;Informática;8;280.0;Maringá;PR;Pix;2240.0
513;2026-03-19T08:37:00;Beatriz Gomes;Cadeira Gamer;Informática;11;990.0;Arapongas;PR;Boleto Bancário;10890.0
514;2026-03-19T12:35:00;Gustavo Costa;Processador AMD Ryzen 7;Informática;2;1780.0;Apucarana;PR;Cartão de Crédito;3560.0
515;2026-03-19T15:15:00;Felipe Oliveira;Headset Bluetooth;Informática;4;280.0;Ibiporã;PR;Boleto Bancário;1120.0
516;2026-03-19T19:34:00;Amanda Santos;Fonte Real 650W;Informática;7;380.0;Apucarana;PR;Boleto Bancário;2660.0
517;2026-03-19T21:38:00;Diego Lima;Roteador Wi-Fi 6;Informática;12;320.0;Apucarana;PR;Cartão de Crédito;3840.0
518;2026-03-20T01:14:00;André Lima;Cooler Fan 120mm;Informática;7;45.0;Ibiporã;PR;Boleto Bancário;315.0
519;2026-03-20T03:11:00;Maria Fernandes;Teclado Mecânico;Informática;9;249.9;Maringá;PR;Pix;2249.1
520;2026-03-20T08:23:00;Bruna Oliveira;Mouse Gamer RGB;Informática;4;149.9;Cambé;PR;Pix;599.6
521;2026-03-20T14:38:00;Daniel Alves;SSD 2TB NVMe;Informática;11;820.0;Maringá;PR;Pix;9020.0
522;2026-03-20T15:01:00;Vitor Lima;Filtro Linha 6 Tomadas;Informática;4;49.9;Ibiporã;PR;Cartão de Crédito;199.6
523;2026-03-20T23:01:00;João Lopes;Gabinete Gamer ATX;Informática;4;320.0;Maringá;PR;Cartão de Crédito;1280.0
524;2026-03-20T23:55:00;João Pereira;Notebook Home;Informática;3;2499.0;Londrina;PR;Cartão de Crédito;7497.0
525;2026-03-21T10:22:00;Amanda Vieira;Placa-Mãe MSI Gaming;Informática;11;890.0;Arapongas;PR;Boleto Bancário;9790.0
526;2026-03-21T16:25:00;André Costa;Processador Intel i7;Informática;9;1950.0;Londrina;PR;Pix;17550.0
527;2026-03-21T17:00:00;Aline Lopes;Headset Gamer;Informática;6;199.9;Arapongas;PR;Boleto Bancário;1199.4
528;2026-03-21T18:43:00;Thiago Fernandes;Water Cooler 240mm;Informática;3;410.0;Cambé;PR;Pix;1230.0
529;2026-03-21T22:07:00;Vitor Lopes;Caixa de Som PC;Informática;10;120.0;Maringá;PR;Cartão de Crédito;1200.0
530;2026-03-22T00:13:00;Pedro Carvalho;Monitor 4K 32;Informática;8;2400.0;Cambé;PR;Cartão de Crédito;19200.0
531;2026-03-22T03:15:00;Gustavo Lopes;Monitor Ultrawide 29;Informática;7;1150.0;Ibiporã;PR;Cartão de Crédito;8050.0
532;2026-03-22T06:48:00;Gabriel Fernandes;Monitor 21.5 IPS;Informática;12;599.0;Cambé;PR;Pix;7188.0
533;2026-03-22T13:02:00;Amanda Souza;Mouse Gamer RGB;Informática;1;149.9;Londrina;PR;Boleto Bancário;149.9
534;2026-03-22T13:38:00;Vitor Oliveira;HD Externo 2TB;Informática;10;449.0;Londrina;PR;Pix;4490.0
535;2026-03-22T18:27:00;Letícia Santos;Headset Gamer;Informática;5;199.9;Maringá;PR;Boleto Bancário;999.5
536;2026-03-22T19:24:00;Letícia Carvalho;Gabinete Gamer ATX;Informática;5;320.0;Arapongas;PR;Boleto Bancário;1600.0
537;2026-03-22T21:16:00;Diego Carvalho;Teclado Mecânico;Informática;3;249.9;Arapongas;PR;Pix;749.7
538;2026-03-22T22:20:00;Felipe Lopes;HD Externo 2TB;Informática;12;449.0;Apucarana;PR;Pix;5388.0
539;2026-03-23T05:25:00;Mateus Barbosa;Caixa de Som PC;Informática;8;120.0;Maringá;PR;Boleto Bancário;960.0
540;2026-03-23T06:23:00;Julia Oliveira;Memória RAM 32GB DDR5;Informática;11;750.0;Maringá;PR;Cartão de Crédito;8250.0
541;2026-03-23T11:06:00;Larissa Soares;Nobreak 1500VA;Informática;4;799.0;Cambé;PR;Pix;3196.0
542;2026-03-23T14:39:00;Rafael Soares;Headset Bluetooth;Informática;3;280.0;Ibiporã;PR;Cartão de Crédito;840.0
543;2026-03-23T17:05:00;Diego Lima;Monitor Gamer 24 144Hz;Informática;3;980.0;Arapongas;PR;Pix;2940.0
544;2026-03-23T18:38:00;João Vieira;Memória RAM 32GB DDR5;Informática;9;750.0;Cambé;PR;Boleto Bancário;6750.0
545;2026-03-23T21:22:00;João Alves;Mouse Gamer RGB;Informática;5;149.9;Apucarana;PR;Boleto Bancário;749.5
546;2026-03-23T23:30:00;Mateus Pereira;Adaptador Bluetooth USB;Informática;7;39.9;Londrina;PR;Boleto Bancário;279.3
547;2026-03-24T00:11:00;Rodrigo Gomes;SSD 1TB NVMe;Informática;4;450.0;Apucarana;PR;Pix;1800.0
548;2026-03-24T03:05:00;Rodrigo Fernandes;Notebook Gamer;Informática;8;5499.0;Ibiporã;PR;Pix;43992.0
549;2026-03-24T06:44:00;Felipe Alves;Gabinete Gamer ATX;Informática;6;320.0;Cambé;PR;Boleto Bancário;1920.0
550;2026-03-24T07:19:00;Gustavo Lopes;Gabinete Gamer ATX;Informática;1;320.0;Arapongas;PR;Cartão de Crédito;320.0
551;2026-03-24T14:28:00;Amanda Vieira;Teclado de Membrana;Informática;10;79.9;Maringá;PR;Boleto Bancário;799.0
552;2026-03-24T20:20:00;João Santos;Adaptador Bluetooth USB;Informática;11;39.9;Cambé;PR;Cartão de Crédito;438.9
553;2026-03-24T21:06:00;Letícia Souza;Cadeira Gamer;Informática;6;990.0;Apucarana;PR;Boleto Bancário;5940.0
554;2026-03-24T22:14:00;João Alves;Monitor Ultrawide 29;Informática;12;1150.0;Arapongas;PR;Cartão de Crédito;13800.0
555;2026-03-25T01:18:00;Yasmin Lima;Headset Bluetooth;Informática;5;280.0;Arapongas;PR;Boleto Bancário;1400.0
556;2026-03-25T02:25:00;Beatriz Fernandes;SSD 500GB NVMe;Informática;11;260.0;Apucarana;PR;Pix;2860.0
557;2026-03-25T06:29:00;Letícia Santos;Notebook Gamer;Informática;10;5499.0;Arapongas;PR;Cartão de Crédito;54990.0
558;2026-03-25T12:00:00;Enzo Soares;Placa-Mãe MSI Gaming;Informática;6;890.0;Maringá;PR;Pix;5340.0
559;2026-03-25T16:28:00;Larissa Oliveira;Mouse Gamer RGB;Informática;5;149.9;Ibiporã;PR;Pix;749.5
560;2026-03-25T18:38:00;Yasmin Costa;Switch Gigabit 8 Portas;Informática;7;135.0;Apucarana;PR;Pix;945.0
561;2026-03-25T18:46:00;Felipe Alves;Cadeira Gamer;Informática;12;990.0;Cambé;PR;Boleto Bancário;11880.0
562;2026-03-25T19:14:00;Guilherme Martins;Mousepad Extended;Informática;3;69.9;Maringá;PR;Cartão de Crédito;209.7
563;2026-03-25T21:18:00;Mateus Alves;Memória RAM 32GB DDR5;Informática;4;750.0;Ibiporã;PR;Pix;3000.0
564;2026-03-25T21:30:00;Daniel Barbosa;Filtro Linha 6 Tomadas;Informática;12;49.9;Londrina;PR;Cartão de Crédito;598.8
565;2026-03-26T03:55:00;Ana Souza;SSD 1TB NVMe;Informática;2;450.0;Londrina;PR;Cartão de Crédito;900.0
566;2026-03-26T04:42:00;Larissa Pereira;Monitor Gamer 24 144Hz;Informática;1;980.0;Londrina;PR;Pix;980.0
567;2026-03-26T18:54:00;André Costa;Monitor 4K 32;Informática;2;2400.0;Londrina;PR;Pix;4800.0
568;2026-03-26T19:20:00;Diego Soares;Notebook Home;Informática;2;2499.0;Ibiporã;PR;Pix;4998.0
569;2026-03-26T21:07:00;Vinícius Silva;Mouse Sem Fio;Informática;4;89.9;Ibiporã;PR;Pix;359.6
570;2026-03-26T21:54:00;Vitor Barbosa;Mousepad Extended;Informática;3;69.9;Maringá;PR;Boleto Bancário;209.7
571;2026-03-27T02:21:00;Rafael Silva;SSD 1TB NVMe;Informática;1;450.0;Ibiporã;PR;Pix;450.0
572;2026-03-27T02:52:00;Rafael Almeida;Mouse Gamer RGB;Informática;8;149.9;Cambé;PR;Pix;1199.2
573;2026-03-27T04:02:00;Arthur Lopes;Repetidor Wi-Fi;Informática;3;89.0;Ibiporã;PR;Boleto Bancário;267.0
574;2026-03-27T04:08:00;Enzo Almeida;SSD 2TB NVMe;Informática;10;820.0;Arapongas;PR;Boleto Bancário;8200.0
575;2026-03-27T07:08:00;Felipe Oliveira;Filtro Linha 6 Tomadas;Informática;10;49.9;Arapongas;PR;Boleto Bancário;499.0
576;2026-03-27T09:58:00;Beatriz Costa;Notebook Gamer;Informática;9;5499.0;Apucarana;PR;Pix;49491.0
577;2026-03-27T13:52:00;Lucas Vieira;Monitor Gamer 24 144Hz;Informática;4;980.0;Londrina;PR;Pix;3920.0
578;2026-03-27T17:48:00;Diego Carvalho;Mouse Sem Fio;Informática;7;89.9;Apucarana;PR;Cartão de Crédito;629.3
579;2026-03-28T03:29:00;Diego Lima;Mouse Sem Fio;Informática;1;89.9;Cambé;PR;Cartão de Crédito;89.9
580;2026-03-28T07:21:00;Rafael Oliveira;Teclado de Membrana;Informática;8;79.9;Cambé;PR;Cartão de Crédito;639.2
581;2026-03-28T08:48:00;Thiago Fernandes;Impressora Tanque Tinta;Informática;8;1100.0;Apucarana;PR;Cartão de Crédito;8800.0
582;2026-03-28T09:36:00;Leonardo Santos;Cadeira Gamer;Informática;5;990.0;Cambé;PR;Cartão de Crédito;4950.0
583;2026-03-28T12:17:00;Larissa Pereira;Processador Intel i7;Informática;6;1950.0;Maringá;PR;Pix;11700.0
584;2026-03-28T17:23:00;Felipe Lima;Repetidor Wi-Fi;Informática;7;89.0;Maringá;PR;Cartão de Crédito;623.0
585;2026-03-28T18:02:00;Letícia Costa;Scanner de Mesa;Informática;11;650.0;Arapongas;PR;Pix;7150.0
586;2026-03-28T19:08:00;Amanda Pereira;Fonte Real 650W;Informática;2;380.0;Arapongas;PR;Boleto Bancário;760.0
587;2026-03-28T21:38:00;Maria Souza;Fonte Real 750W;Informática;10;490.0;Ibiporã;PR;Boleto Bancário;4900.0
588;2026-03-29T00:54:00;Letícia Souza;Water Cooler 240mm;Informática;11;410.0;Ibiporã;PR;Boleto Bancário;4510.0
589;2026-03-29T05:03:00;Guilherme Martins;Water Cooler 240mm;Informática;4;410.0;Londrina;PR;Cartão de Crédito;1640.0
590;2026-03-29T14:50:00;Felipe Vieira;Memória RAM 32GB DDR5;Informática;2;750.0;Ibiporã;PR;Pix;1500.0
591;2026-03-29T19:09:00;Aline Ferreira;Notebook Home;Informática;5;2499.0;Ibiporã;PR;Boleto Bancário;12495.0
592;2026-03-29T20:06:00;Letícia Pereira;Monitor Gamer 27 165Hz;Informática;6;1350.0;Londrina;PR;Cartão de Crédito;8100.0
593;2026-03-29T22:05:00;Diego Ferreira;Placa de Vídeo RX 7600;Informática;1;1650.0;Maringá;PR;Cartão de Crédito;1650.0
594;2026-03-30T01:06:00;Felipe Silva;Cooler Fan 120mm;Informática;3;45.0;Ibiporã;PR;Pix;135.0
595;2026-03-30T12:08:00;Diego Lima;Nobreak 1500VA;Informática;4;799.0;Londrina;PR;Cartão de Crédito;3196.0
596;2026-03-30T13:07:00;Lucas Costa;Processador Intel i7;Informática;4;1950.0;Apucarana;PR;Pix;7800.0
597;2026-03-30T14:41:00;Guilherme Ribeiro;Mouse Sem Fio;Informática;6;89.9;Arapongas;PR;Boleto Bancário;539.4
598;2026-03-30T16:57:00;Beatriz Lima;Placa de Vídeo RTX 4060;Informática;2;2100.0;Maringá;PR;Cartão de Crédito;4200.0
599;2026-03-30T18:19:00;Enzo Rodrigues;Water Cooler 240mm;Informática;7;410.0;Londrina;PR;Boleto Bancário;2870.0
600;2026-03-30T22:04:00;Amanda Gomes;Monitor Gamer 24 144Hz;Informática;4;980.0;Apucarana;PR;Pix;3920.0
601;2026-03-31T00:26:00;João Ribeiro;Processador Intel i7;Informática;12;1950.0;Maringá;PR;Pix;23400.0
602;2026-03-31T03:11:00;Arthur Lopes;Cadeira Gamer;Informática;4;990.0;Ibiporã;PR;Cartão de Crédito;3960.0
603;2026-03-31T11:54:00;Beatriz Gomes;HD Externo 1TB;Informática;12;299.0;Londrina;PR;Boleto Bancário;3588.0
604;2026-03-31T13:21:00;Yasmin Almeida;Tablet Android 10;Informática;8;899.0;Arapongas;PR;Boleto Bancário;7192.0
605;2026-03-31T15:06:00;Gabriel Lima;Mouse Sem Fio;Informática;3;89.9;Ibiporã;PR;Boleto Bancário;269.7
606;2026-03-31T17:59:00;Daniel Souza;Placa de Vídeo RTX 4060;Informática;9;2100.0;Cambé;PR;Cartão de Crédito;18900.0
607;2026-04-01T01:03:00;Gustavo Costa;Gabinete Gamer ATX;Informática;11;320.0;Apucarana;PR;Cartão de Crédito;3520.0
608;2026-04-01T02:25:00;Vitor Ferreira;Headset Gamer;Informática;11;199.9;Maringá;PR;Cartão de Crédito;2198.9
609;2026-04-01T03:36:00;Felipe Oliveira;Fonte Real 750W;Informática;7;490.0;Apucarana;PR;Cartão de Crédito;3430.0
610;2026-04-01T05:08:00;Leonardo Almeida;SSD 1TB NVMe;Informática;10;450.0;Londrina;PR;Pix;4500.0
611;2026-04-01T05:41:00;Diego Lima;Fonte Real 750W;Informática;1;490.0;Cambé;PR;Boleto Bancário;490.0
612;2026-04-01T07:36:00;Amanda Souza;Monitor Gamer 24 144Hz;Informática;10;980.0;Maringá;PR;Pix;9800.0
613;2026-04-01T07:40:00;Bruna Martins;Cadeira Gamer;Informática;4;990.0;Maringá;PR;Pix;3960.0
614;2026-04-01T08:50:00;Vinícius Lopes;Placa-Mãe MSI Gaming;Informática;10;890.0;Apucarana;PR;Boleto Bancário;8900.0
615;2026-04-01T17:21:00;Rodrigo Gomes;Placa de Vídeo RX 7600;Informática;6;1650.0;Ibiporã;PR;Cartão de Crédito;9900.0
616;2026-04-01T19:27:00;Gabriel Oliveira;Impressora Tanque Tinta;Informática;2;1100.0;Maringá;PR;Pix;2200.0
617;2026-04-01T21:49:00;Guilherme Almeida;Fonte Real 650W;Informática;9;380.0;Ibiporã;PR;Pix;3420.0
618;2026-04-02T00:31:00;Beatriz Rodrigues;Mousepad Extended;Informática;4;69.9;Londrina;PR;Boleto Bancário;279.6
619;2026-04-02T01:25:00;João Pereira;Headset Bluetooth;Informática;12;280.0;Maringá;PR;Pix;3360.0
620;2026-04-02T07:37:00;João Alves;Placa de Vídeo RTX 4060;Informática;12;2100.0;Arapongas;PR;Boleto Bancário;25200.0
621;2026-04-02T11:27:00;Lucas Vieira;Cooler Fan 120mm;Informática;12;45.0;Arapongas;PR;Cartão de Crédito;540.0
622;2026-04-02T18:18:00;Rafael Santos;Adaptador Bluetooth USB;Informática;9;39.9;Apucarana;PR;Pix;359.1
